,2 195153448 0
1246,190844 345417623 2
1247,190885 345417623 2
1248,191049 345417623 6
1249,191214 345417623 3
1250,191425 345417623 1
1251,191752 345417623 8
1252,192479 345417623 10
1253,193156 345417623 5
1254,194112 345417623 9
1255,194669 345417623 10
1256,194738 345417623 1
1257,195694 345417623 1
1258,197272 345417623 10
1259,198711 345417623 2
1260,199800 345417623 7
1261,200674 345417623 9
1262,201290 345417623 10
1263,201870 345417623 9
1264,203401 345417623 8
1265,204149 345417623 10
1266,204522 345417623 7
1267,205849 345417623 5
1268,206067 345417623 7
1269,206074 345417623 9
1270,206438 345417623 7
1271,206534 345417623 6
1272,206764 345417623 5
1273,207259 345417623 7
1274,208622 345417623 5
1275,209870 345417623 1
1276,210035 345417623 9
1277,210485 345417623 5
1278,211344 345417623 5
1279,211919 345417623 3
1280,213126 345417623 7
1281,214786 345417623 10
1282,216329 345417623 7
1283,216441 345417623 5
1284,216683 345417623 7
1285,216962 345417623 8
1286,217375 345417623 3
1287,218568 345417623 8
1288,219250 345417623 2
1289,219301 345417623 7
1290,220717 345417623 9
1291,221036 345417623 8
1292,221900 345417623 7
1293,223231 345417623 9
1294,224115 345417623 7
1295,224349 345417623 9
1296,224435 345417623 2
1297,224768 345417623 6
1298,224927 345417623 5
1299,225042 345417623 10
1300,225595 345417623 7
1301,225810 345417623 2
1302,225886 345417623 8
1303,225989 345417623 9
1304,226545 345417623 9
1305,227305 345417623 6
1306,227633 345417623 9
1307,227925 345417623 7
1308,228245 345417623 9
1309,229102 345417623 6
1310,230522 345417623 7
1311,231001 345417623 9
1312,231172 345417623 10
1313,231518 345417623 8
1314,232052 345417623 5
1315,232131 345417623 3
1316,233205 345417623 5
1317,233917 345417623 8
1318,234113 345417623 8
1319,234755 345417623 9
1320,234828 345417623 5
1321,234879 345417623 3
1322,235429 345417623 10
1323,235498 345417623 10
1324,235812 345417623 7
1325,235884 345417623 8
1326,235895 345417623 4
1327,238186 345417623 8
1328,238319 345417623 7
1329,240660 345417623 7
1330,242473 345417623 5
1331,242646 345417623 4
1332,243891 345417623 5
1333,244171 345417623 1
1334,244998 345417623 6
1335,245592 345417623 8
1336,245864 345417623 3
1337,245948 345417623 8
1338,246000 345417623 7
1339,246156 345417623 3
1340,246959 345417623 9
1341,248468 345417623 9
1342,248531 345417623 4
1343,249058 345417623 10
1344,249393 345417623 9
1345,250184 345417623 3
1346,250459 345417623 9
1347,251859 345417623 8
1348,252020 345417623 8
1349,254144 345417623 9
1350,254287 345417623 6
1351,254303 345417623 6
1352,255092 345417623 10
1353,255267 345417623 2
1354,255489 345417623 7
1355,257024 345417623 10
1356,257791 345417623 1
1357,258270 345417623 9
1358,259285 345417623 1
1359,259829 345417623 6
1360,260531 345417623 6
1361,260897 345417623 7
1362,261208 345417623 4
1363,262399 345417623 1
1364,262402 345417623 9
1365,262940 345417623 9
1366,264082 345417623 10
1367,265313 345417623 8
1368,266056 345417623 10
1369,266678 345417623 8
1370,266819 345417623 5
1371,267635 345417623 9
1372,270838 345417623 10
1373,271284 345417623 6
1374,271752 345417623 7
1375,272385 345417623 9
1376,273939 345417623 8
1377,274549 345417623 3
1378,275175 345417623 7
1379,275210 345417623 5
1380,277965 345417623 9
1381,278144 345417623 3
1382,17 312978383 5
1383,8245 312978383 8
1384,11400 312978383 1
1385,11676 312978383 5
1386,16795 312978383 6
1387,21014 312978383 7
1388,22255 312978383 8
1389,30273 312978383 2
1390,31040 312978383 9
1391,39476 312978383 10
1392,40110 312978383 10
1393,43806 312978383 3
1394,44728 312978383 2
1395,44845 312978383 1
1396,51192 312978383 1
1397,52853 312978383 8
1398,54876 312978383 3
1399,56081 312978383 8
1400,56193 312978383 8
1401,61901 312978383 9
1402,62755 312978383 6
1403,69410 312978383 7
1404,76942 312978383 10
1405,78783 312978383 7
1406,79841 312978383 9
1407,81682 312978383 3
1408,82939 312978383 1
1409,85984 312978383 9
1410,86093 312978383 5
1411,91001 312978383 8
1412,99790 312978383 6
1413,100459 312978383 2
1414,104144 312978383 10
1415,111634 312978383 7
1416,113560 312978383 10
1417,113618 312978383 4
1418,115003 312978383 7
1419,118320 312978383 2
1420,127200 312978383 10
1421,130571 312978383 7
1422,135317 312978383 7
1423,135831 312978383 1
1424,135965 312978383 9
1425,145451 312978383 5
1426,146468 312978383 10
1427,147978 312978383 8
1428,151537 312978383 8
1429,153563 312978383 9
1430,155219 312978383 5
1431,159376 312978383 5
1432,161752 312978383 1
1433,162639 312978383 10
1434,163973 312978383 9
1435,164027 312978383 3
1436,166123 312978383 4
1437,170474 312978383 5
1438,170518 312978383 9
1439,170564 312978383 1
1440,172122 312978383 2
1441,174388 312978383 6
1442,175070 312978383 6
1443,175529 312978383 7
1444,190741 312978383 7
1445,198711 312978383 6
1446,205972 312978383 10
1447,209516 312978383 4
1448,211426 312978383 10
1449,211430 312978383 10
1450,212965 312978383 5
1451,215278 312978383 3
1452,218046 312978383 6
1453,218121 312978383 8
1454,219683 312978383 1
1455,223892 312978383 1
1456,225087 312978383 10
1457,230522 312978383 8
1458,236770 312978383 9
1459,238526 312978383 3
1460,241592 312978383 6
1461,242824 312978383 10
1462,243700 312978383 5
1463,245534 312978383 1
1464,245645 312978383 10
1465,246655 312978383 4
1466,249151 312978383 2
1467,252006 312978383 7
1468,254465 312978383 1
1469,258185 312978383 8
1470,259035 312978383 4
1471,261397 312978383 4
1472,266764 312978383 9
1473,268732 312978383 8
1474,270713 312978383 3
1475,273105 312978383 6
1476,17 425099148 7
1477,10819 425099148 7
1478,11676 425099148 8
1479,23918 425099148 2
1480,43246 425099148 10
1481,88412 425099148 8
1482,91839 425099148 6
1483,125774 425099148 9
1484,135555 425099148 6
1485,138543 425099148 10
1486,175278 425099148 10
1487,178950 425099148 10
1488,185483 425099148 10
1489,200226 425099148 7
1490,245645 425099148 7
1491,271538 425099148 2
1492,274380 425099148 2
1493,17 553264990 5
1494,29855 553264990 9
1495,52645 553264990 8
1496,70415 553264990 10
1497,104665 553264990 3
1498,150124 553264990 5
1499,161752 553264990 9
1500,179843 553264990 2
1501,180975 553264990 9
1502,203649 553264990 7
1503,207499 553264990 5
1504,212722 553264990 10
1505,237805 553264990 3
1506,17 553278398 10
1507,6884 553278398 10
1508,10819 553278398 2
1509,11676 553278398 9
1510,14357 553278398 2
1511,14998 553278398 6
1512,25981 553278398 5
1513,35030 553278398 10
1514,37168 553278398 10
1515,38718 553278398 7
1516,45526 553278398 5
1517,46351 553278398 4
1518,49109 553278398 2
1519,51106 553278398 5
1520,55548 553278398 10
1521,56447 553278398 7
1522,67393 553278398 8
1523,70947 553278398 1
1524,79186 553278398 8
1525,82188 553278398 9
1526,84050 553278398 1
1527,93363 553278398 3
1528,95991 553278398 9
1529,101876 553278398 7
1530,110973 553278398 8
1531,128142 553278398 8
1532,130764 553278398 8
1533,145109 553278398 9
1534,147752 553278398 4
1535,155463 553278398 7
1536,164675 553278398 1
1537,165319 553278398 1
1538,184299 553278398 3
1539,186570 553278398 7
1540,197659 553278398 10
1541,203369 553278398 2
1542,206107 553278398 10
1543,207825 553278398 4
1544,208292 553278398 7
1545,213350 553278398 1
1546,216027 553278398 7
1547,224764 553278398 6
1548,230522 553278398 5
1549,234672 553278398 10
1550,235429 553278398 7
1551,238545 553278398 1
1552,243077 553278398 1
1553,250163 553278398 2
1554,254206 553278398 8
1555,254971 553278398 3
1556,262399 553278398 8
1557,265607 553278398 8
1558,270713 553278398 6
1559,272838 553278398 8
1560,274773 553278398 3
1561,17 684823802 7
1562,13594 684823802 5
1563,65258 684823802 1
1564,98930 684823802 7
1565,122988 684823802 6
1566,131154 684823802 10
1567,175283 684823802 1
1568,192093 684823802 8
1569,238419 684823802 1
1570,243294 684823802 8
1571,17 891075275 6
1572,15651 891075275 7
1573,17402 891075275 9
1574,19714 891075275 1
1575,21014 891075275 4
1576,33974 891075275 10
1577,35859 891075275 9
1578,36327 891075275 8
1579,38273 891075275 5
1580,40855 891075275 4
1581,59390 891075275 2
1582,61427 891075275 1
1583,79977 891075275 7
1584,81492 891075275 9
1585,83637 891075275 4
1586,89632 891075275 8
1587,95359 891075275 9
1588,98686 891075275 9
1589,101887 891075275 10
1590,109144 891075275 8
1591,110973 891075275 3
1592,112188 891075275 10
1593,120598 891075275 7
1594,134837 891075275 9
1595,135653 891075275 3
1596,138515 891075275 10
1597,141493 891075275 10
1598,153662 891075275 4
1599,162639 891075275 10
1600,172030 891075275 10
1601,172742 891075275 8
1602,174835 891075275 4
1603,175815 891075275 9
1604,191575 891075275 9
1605,203968 891075275 1
1606,205735 891075275 2
1607,208622 891075275 5
1608,208671 891075275 9
1609,225087 891075275 9
1610,230496 891075275 4
1611,230687 891075275 10
1612,242073 891075275 10
1613,247129 891075275 8
1614,251613 891075275 8
1615,254241 891075275 10
1616,265115 891075275 6
1617,274308 891075275 3
1618,278418 891075275 10
1619,17 891076182 3
1620,7158 891076182 7
1621,26659 891076182 3
1622,31466 891076182 3
1623,35859 891076182 6
1624,38273 891076182 5
1625,64003 891076182 6
1626,67453 891076182 10
1627,81492 891076182 7
1628,87141 891076182 2
1629,98686 891076182 7
1630,98741 891076182 10
1631,117963 891076182 2
1632,120598 891076182 10
1633,133689 891076182 7
1634,136255 891076182 7
1635,138515 891076182 9
1636,151373 891076182 4
1637,151503 891076182 8
1638,153365 891076182 9
1639,161903 891076182 7
1640,165177 891076182 10
1641,173684 891076182 8
1642,173881 891076182 5
1643,175154 891076182 6
1644,188190 891076182 7
1645,190741 891076182 9
1646,197659 891076182 6
1647,201684 891076182 6
1648,204864 891076182 1
1649,208622 891076182 8
1650,208671 891076182 8
1651,224249 891076182 6
1652,227447 891076182 1
1653,242073 891076182 8
1654,247129 891076182 7
1655,19 375759778 7
1656,8066 375759778 5
1657,8720 375759778 3
1658,11676 375759778 8
1659,24525 375759778 5
1660,38502 375759778 8
1661,56271 375759778 10
1662,59724 375759778 10
1663,64270 375759778 5
1664,65191 375759778 9
1665,75591 375759778 10
1666,82407 375759778 2
1667,108789 375759778 7
1668,111637 375759778 9
1669,119027 375759778 3
1670,127168 375759778 2
1671,161986 375759778 8
1672,173180 375759778 2
1673,188929 375759778 1
1674,209631 375759778 3
1675,212788 375759778 9
1676,219008 375759778 7
1677,228789 375759778 10
1678,235867 375759778 7
1679,244171 375759778 2
1680,259930 375759778 5
1681,268030 375759778 4
1682,20 425163091 9
1683,95703 425163091 9
1684,101606 425163091 6
1685,144668 425163091 8
1686,198776 425163091 6
1687,232131 425163091 10
1688,249848 425163091 3
1689,273869 425163091 6
1690,275970 425163091 4
1691,22 3404921038 7
1692,149270 3404921038 8
1693,22 3442353866 7
1694,226492 3442353866 4
1695,22 3442410665 4
1696,141609 3442410665 3
1697,178997 3442410665 6
1698,22 3442446937 9
1699,23 375406328 1
1700,8253 375406328 10
1701,16795 375406328 8
1702,67547 375406328 7
1703,75485 375406328 7
1704,76151 375406328 7
1705,78834 375406328 10
1706,122429 375406328 7
1707,122519 375406328 5
1708,170513 375406328 3
1709,181176 375406328 7
1710,193499 375406328 10
1711,224809 375406328 7
1712,226809 375406328 9
1713,237856 375406328 8
1714,277195 375406328 1
1715,277641 375406328 7
1716,26 446310786 10
1717,1032 446310786 10
1718,2766 446310786 10
1719,3542 446310786 10
1720,4017 446310786 10
1721,4225 446310786 10
1722,4794 446310786 9
1723,7346 446310786 10
1724,7409 446310786 8
1725,7841 446310786 5
1726,8115 446310786 8
1727,8253 446310786 10
1728,8362 446310786 9
1729,9094 446310786 7
1730,9381 446310786 6
1731,9417 446310786 7
1732,10118 446310786 4
1733,10314 446310786 9
1734,11601 446310786 10
1735,11676 446310786 3
1736,12538 446310786 4
1737,13850 446310786 9
1738,15720 446310786 10
1739,15775 446310786 8
1740,16634 446310786 9
1741,17950 446310786 8
1742,19336 446310786 7
1743,20005 446310786 7
1744,21014 446310786 10
1745,21402 446310786 10
1746,21576 446310786 8
1747,22365 446310786 10
1748,23768 446310786 3
1749,23902 446310786 7
1750,24194 446310786 8
1751,24432 446310786 7
1752,24518 446310786 4
1753,26084 446310786 5
1754,26544 446310786 1
1755,27472 446310786 10
1756,27617 446310786 6
1757,28204 446310786 1
1758,28372 446310786 5
1759,28477 446310786 10
1760,29981 446310786 7
1761,30489 446310786 10
1762,30533 446310786 6
1763,31556 446310786 10
1764,32089 446310786 7
1765,32528 446310786 10
1766,33088 446310786 2
1767,34193 446310786 10
1768,35050 446310786 2
1769,35718 446310786 10
1770,35859 446310786 9
1771,35918 446310786 3
1772,36003 446310786 10
1773,36938 446310786 10
1774,37400 446310786 10
1775,37538 446310786 1
1776,37712 446310786 10
1777,37950 446310786 9
1778,38464 446310786 9
1779,39385 446310786 10
1780,39646 446310786 2
1781,40330 446310786 9
1782,40796 446310786 8
1783,41084 446310786 5
1784,41385 446310786 4
1785,41738 446310786 5
1786,42323 446310786 10
1787,42601 446310786 6
1788,43113 446310786 10
1789,43246 446310786 2
1790,43842 446310786 10
1791,44089 446310786 3
1792,45340 446310786 10
1793,46443 446310786 9
1794,46887 446310786 8
1795,47971 446310786 10
1796,48268 446310786 8
1797,48525 446310786 9
1798,48653 446310786 8
1799,49204 446310786 9
1800,50225 446310786 10
1801,51350 446310786 6
1802,53117 446310786 10
1803,53729 446310786 8
1804,55006 446310786 5
1805,55187 446310786 10
1806,55492 446310786 7
1807,55548 446310786 10
1808,55607 446310786 2
1809,56804 446310786 10
1810,57398 446310786 8
1811,59038 446310786 10
1812,59150 446310786 5
1813,59172 446310786 10
1814,60244 446310786 3
1815,60277 446310786 2
1816,60569 446310786 7
1817,61147 446310786 6
1818,61888 446310786 9
1819,62558 446310786 10
1820,63545 446310786 10
1821,63625 446310786 10
1822,65401 446310786 1
1823,66942 446310786 10
1824,68861 446310786 10
1825,70585 446310786 2
1826,70882 446310786 1
1827,71568 446310786 2
1828,72886 446310786 8
1829,72949 446310786 4
1830,73331 446310786 10
1831,73486 446310786 10
1832,75064 446310786 2
1833,75429 446310786 10
1834,76505 446310786 7
1835,76626 446310786 10
1836,79186 446310786 9
1837,80538 446310786 9
1838,80684 446310786 10
1839,81138 446310786 7
1840,83252 446310786 1
1841,85433 446310786 10
1842,85534 446310786 4
1843,86680 446310786 3
1844,87216 446310786 9
1845,87555 446310786 7
1846,87911 446310786 5
1847,87929 446310786 10
1848,88122 446310786 7
1849,89602 446310786 9
1850,89874 446310786 9
1851,90046 446310786 9
1852,91832 446310786 4
1853,92946 446310786 10
1854,93426 446310786 2
1855,93631 446310786 9
1856,94944 446310786 3
1857,95359 446310786 10
1858,97848 446310786 3
1859,98440 446310786 10
1860,98468 446310786 9
1861,98484 446310786 10
1862,98741 446310786 8
1863,99252 446310786 9
1864,100459 446310786 9
1865,100906 446310786 8
1866,101126 446310786 10
1867,102647 446310786 4
1868,104636 446310786 2
1869,104657 446310786 9
1870,104948 446310786 10
1871,105374 446310786 7
1872,105536 446310786 9
1873,105979 446310786 10
1874,106583 446310786 9
1875,108827 446310786 10
1876,110029 446310786 2
1877,110123 446310786 2
1878,110934 446310786 10
1879,111245 446310786 2
1880,112026 446310786 8
1881,112570 446310786 6
1882,113519 446310786 10
1883,113680 446310786 10
1884,114258 446310786 9
1885,114414 446310786 10
1886,114452 446310786 8
1887,114868 446310786 10
1888,114893 446310786 9
1889,115003 446310786 10
1890,115252 446310786 7
1891,115490 446310786 5
1892,115700 446310786 10
1893,117577 446310786 10
1894,117594 446310786 2
1895,117781 446310786 9
1896,118164 446310786 7
1897,119341 446310786 8
1898,120080 446310786 1
1899,120935 446310786 8
1900,122037 446310786 5
1901,123883 446310786 5
1902,123981 446310786 6
1903,125736 446310786 10
1904,125892 446310786 9
1905,126377 446310786 1
1906,126840 446310786 7
1907,128325 446310786 9
1908,128331 446310786 4
1909,128622 446310786 10
1910,129074 446310786 10
1911,129641 446310786 10
1912,129790 446310786 6
1913,130837 446310786 10
1914,131655 446310786 9
1915,131837 446310786 3
1916,132173 446310786 4
1917,133747 446310786 1
1918,134264 446310786 3
1919,134278 446310786 10
1920,136205 446310786 10
1921,136491 446310786 8
1922,137746 446310786 7
1923,137940 446310786 8
1924,138543 446310786 10
1925,140662 446310786 10
1926,141023 446310786 5
1927,142253 446310786 8
1928,142801 446310786 10
1929,144017 446310786 4
1930,144255 446310786 10
1931,144791 446310786 10
1932,145449 446310786 10
1933,146230 446310786 10
1934,146803 446310786 9
1935,147385 446310786 8
1936,147451 446310786 8
1937,147847 446310786 5
1938,150124 446310786 1
1939,154730 446310786 8
1940,155000 446310786 10
1941,155014 446310786 5
1942,155147 446310786 1
1943,157851 446310786 8
1944,158254 446310786 9
1945,158774 446310786 9
1946,159033 446310786 7
